order_id,order_date,region,store_name,product_category,product_name,quantity,unit_price_ngn,total_sales_ngn,customer_segment
BM-10739,06/04/2025,Ibadan,Bloom Mart Bodija,Fashion & Apparel,Men's Polo Shirt,1,6773,6773,Corporate
BM-11602,06/04/2025,Lagos,Bloom Mart Surulere,Grocery,Spaghetti Carton,1,11830,11830,Retail
BM-11633,06/04/2025,Port Harcourt,Bloom Mart Rumuola,Electronics,LED Desk Lamp,1,7172,7172,Wholesale
BM-10626,06/04/2025,Lagos,Bloom Mart Surulere,Grocery,Rice 5kg Bag,1,6052,6052,Retail
BM-11884,06/04/2025,Lagos,Bloom Mart Surulere,Grocery,Vegetable Oil 4L,1,8529,8529,Retail
BM-12000,07/04/2025,port harcourt ,Bloom Mart GRA,Health & Beauty,Toothpaste (3pk),1,2007,2007,Wholesale
BM-11284,07/04/2025,Ibadan,Bloom Mart Bodija,Office Supplies,Notebook Pack,1,3116,3116,Retail
BM-12021,07/04/2025,Abuja,Bloom Mart Garki,Home & Kitchen,Blender 1.5L,1,15872,15872,Corporate
BM-10246,07/04/2025,Abuja,Bloom Mart Wuse,Electronics,Power Bank 10000mAh,1,14654,14654,Wholesale
BM-11913,07/04/2025,Lagos,Bloom Mart Lekki,Fashion & Apparel,Unisex Cap,2,3001,6002,Retail
BM-10016,08/04/2025,Abuja,Bloom Mart Garki,Fashion & Apparel,Unisex Cap,2,2858,5716,Retail
BM-11500,08/04/2025,Abuja,Bloom Mart Wuse,Home & Kitchen,Non-stick Frying Pan,1,9122,9122,Wholesale
BM-12059,08/04/2025,Abuja,Bloom Mart Garki,Home & Kitchen,Blender 1.5L,1,16390,16390,Retail
BM-10488,08/04/2025,Ibadan,Bloom Mart Bodija,Health & Beauty,Toothpaste (3pk),4,2127,8508,Retail
BM-10561,08/04/2025,Abuja,Bloom Mart Garki,Home & Kitchen,Electric Kettle,1,10018,10018,Retail
BM-11335,09/04/2025,Abuja,Bloom Mart Wuse,Health & Beauty,Shea Butter Soap Pack,1,3455,3455,Retail
BM-10401,09/04/2025,Abuja,Bloom Mart Wuse,Grocery,Vegetable Oil 4L,2,8487,16974,Corporate
BM-10932,09/04/2025,Lagos,Bloom Mart Ikeja,Grocery,Sugar 2kg,1,2633,2633,Retail
BM-11587,10/04/2025,Ibadan,Bloom Mart Ring Road,Electronics,Bluetooth Earphones,1,11017,11017,Corporate
BM-10756,10/04/2025,Abuja,Bloom Mart Garki,Electronics,LED Desk Lamp,1,7620,7620,Corporate
BM-11288,10/04/2025,Port Harcourt,Bloom Mart GRA,Grocery,Sugar 2kg,1,2636,2636,Wholesale
BM-10844,10/04/2025,Ibadan,Bloom Mart Bodija,Electronics,Power Bank 10000mAh,2,14856,29712,Retail
BM-10550,10/04/2025,Lagos,Bloom Mart Lekki,Electronics,LED Desk Lamp,1,7757,7757,Retail
BM-10521,10/04/2025,Lagos,Bloom Mart Lekki,Fashion & Apparel,Ladies Sandals,2,9488,18976,Corporate
BM-11456,11/04/2025,Port Harcourt,Bloom Mart Rumuola,Home & Kitchen,Blender 1.5L,3,16278,48834,Retail
BM-10387,11/04/2025,Lagos,Bloom Mart Ikeja,Home & Kitchen,Storage Container Set,1,6706,6706,Wholesale
BM-11037,11/04/2025,Ibadan,Bloom Mart Bodija,Electronics,Bluetooth Earphones,1,11364,11364,Wholesale
BM-11940,11/04/2025,Lagos,Bloom Mart Surulere,Grocery,Spaghetti Carton,1,12341,12341,Retail
BM-11940,11/04/2025,Lagos,Bloom Mart Surulere,Grocery,Spaghetti Carton,1,12341,12341,Retail
BM-10576,11/04/2025,Abuja,Bloom Mart Garki,Electronics,Bluetooth Earphones,2,10647,21294,Retail
BM-11860,11/04/2025,Lagos,Bloom Mart Lekki,Grocery,Tomato Paste (12pk),5,7119,35595,Retail
BM-10250,12/04/2025,Lagos,Bloom Mart Lekki,Electronics,LED Desk Lamp,1,7455,7455,Retail
BM-11528,12/04/2025,Ibadan,Bloom Mart Bodija,Fashion & Apparel,Unisex Cap,1,2955,2955,Retail
BM-10104,12/04/2025,Port Harcourt,Bloom Mart GRA,Home & Kitchen,Cutlery Set (24pc),1,12130,12130,Retail
BM-10429,12/04/2025,Abuja,Bloom Mart Wuse,Health & Beauty,Shea Butter Soap Pack,2,3580,7160,Wholesale
BM-10117,13/04/2025,Port Harcourt,Bloom Mart GRA,Electronics,Phone Charger Cable,1,2424,2424,Retail
BM-11609,13/04/2025,Port Harcourt,Bloom Mart GRA,Electronics,Extension Socket,1,6198,6198,Wholesale
BM-11810,13/04/2025,Abuja,Bloom Mart Garki,Fashion & Apparel,Unisex Cap,1,3136,3136,Corporate
BM-11150,13/04/2025,Port Harcourt,Bloom Mart GRA,Home & Kitchen,Cutlery Set (24pc),2,12841,25682,Wholesale
BM-10498,13/04/2025,Ibadan,Bloom Mart Ring Road,Home & Kitchen,Non-stick Frying Pan,1,8268,8268,Corporate
BM-10029,14/04/2025,Lagos,Bloom Mart Ikeja,Home & Kitchen,Cutlery Set (24pc),1,11486,11486,Retail
BM-10758,14/04/2025,Ibadan,Bloom Mart Ring Road,Electronics,Phone Charger Cable,1,2469,2469,Corporate
BM-11746,14/04/2025,Abuja,Bloom Mart Garki,Fashion & Apparel,Ankara Fabric (6yds),1,18310,18310,Wholesale
BM-10735,14/04/2025,Lagos,Bloom Mart Surulere,Home & Kitchen,Cutlery Set (24pc),1,11467,11467,Retail
BM-10721,14/04/2025,Port Harcourt,Bloom Mart GRA,Electronics,LED Desk Lamp,2,7130,14260,Retail
BM-10735,14/04/2025,Lagos,Bloom Mart Surulere,Home & Kitchen,Cutlery Set (24pc),1,11467,11467,Retail
BM-10381,14/04/2025,Port Harcourt,Bloom Mart GRA,Electronics,Phone Charger Cable,3,2557,7671,Corporate
BM-10564,15/04/2025,Ibadan,Bloom Mart Bodija,Home & Kitchen,Cutlery Set (24pc),2,12362,24724,Retail
BM-10426,15/04/2025,Abuja,Bloom Mart Garki,Fashion & Apparel,Unisex Cap,1,3214,3214,Retail
BM-10235,15/04/2025,Ibadan,Bloom Mart Bodija,Health & Beauty,Hair Cream,1,4026,4026,Retail
BM-10938,15/04/2025,Abuja,Bloom Mart Garki,Grocery,Vegetable Oil 4L,1,9426,9426,Retail
BM-10702,16/04/2025,Abuja,Bloom Mart Garki,Home & Kitchen,Non-stick Frying Pan,1,8602,8602,Retail
BM-10584,16/04/2025,Abuja,Bloom Mart Garki,Health & Beauty,Body Lotion 400ml,2,4302,8604,Wholesale
BM-10663,16/04/2025,Abuja,Bloom Mart Garki,Electronics,Phone Charger Cable,2,2590,5180,Retail
BM-10725,16/04/2025,Lagos,Bloom Mart Ikeja,Health & Beauty,Body Lotion 400ml,1,3997,3997,Retail
BM-11393,16/04/2025,Port Harcourt,Bloom Mart Rumuola,Electronics,Phone Charger Cable,1,2654,2654,Wholesale
BM-12051,16/04/2025,Lagos,Bloom Mart Lekki,Electronics,Phone Charger Cable,3,2380,7140,Retail
BM-10198,16/04/2025,Ibadan,Bloom Mart Ring Road,Home & Kitchen,Blender 1.5L,1,15743,15743,Retail
BM-11436,17/04/2025,Lagos,Bloom Mart Lekki,Fashion & Apparel,Ankara Fabric (6yds),1,18006,18006,Retail
BM-10708,17/04/2025,Port Harcourt,Bloom Mart GRA,Home & Kitchen,Non-stick Frying Pan,1,8409,8409,Wholesale
BM-11816,17/04/2025,Lagos,Bloom Mart Lekki,Home & Kitchen,Cutlery Set (24pc),2,12269,24538,Wholesale
BM-11091,17/04/2025,Abuja,Bloom Mart Wuse,Electronics,Phone Charger Cable,1,2422,2422,Retail
BM-11178,17/04/2025,Port Harcourt,Bloom Mart GRA,Electronics,Phone Charger Cable,3,2604,7812,Wholesale
BM-10211,18/04/2025,Port Harcourt,Bloom Mart GRA,Electronics,Power Bank 10000mAh,1,14947,14947,Retail
BM-10579,18/04/2025,Lagos,Bloom Mart Lekki,Electronics,Extension Socket,1,6038,6038,Wholesale
BM-10904,18/04/2025,Port Harcourt,Bloom Mart GRA,Electronics,Bluetooth Earphones,1,11713,11713,Retail
BM-10633,18/04/2025,Port Harcourt,Bloom Mart Rumuola,Electronics,Power Bank 10000mAh,1,14247,14247,Retail
BM-11092,18/04/2025,Lagos,Bloom Mart Ikeja,Home & Kitchen,Cutlery Set (24pc),1,12097,12097,Corporate
BM-11473,18/04/2025,Lagos,Bloom Mart Surulere,Fashion & Apparel,Men's Polo Shirt,1,6864,6864,Retail
BM-11201,19/04/2025,Lagos,Bloom Mart Lekki,Health & Beauty,Shea Butter Soap Pack,3,3523,10569,Retail
BM-10661,19/04/2025,Ibadan,Bloom Mart Bodija,Electronics,Phone Charger Cable,1,2687,2687,Retail
BM-10187,19/04/2025,Abuja,Bloom Mart Garki,Home & Kitchen,Electric Kettle,1,10197,10197,Retail
BM-11153,19/04/2025,Port Harcourt,Bloom Mart Rumuola,Toys & Games,Building Blocks Set,1,6240,6240,Retail
BM-10077,19/04/2025,Port Harcourt,Bloom Mart Rumuola,Home & Kitchen,Non-stick Frying Pan,2,9177,18354,Retail
BM-10108,19/04/2025,Ibadan ,Bloom Mart Ring Road,Electronics,Bluetooth Earphones,1,11554,11554,Wholesale
BM-11066,19/04/2025,Lagos,Bloom Mart Ikeja,Home & Kitchen,Non-stick Frying Pan,1,8867,8867,Corporate
BM-11929,20/04/2025,Lagos,Bloom Mart Lekki,Electronics,Power Bank 10000mAh,2,14395,28790,Corporate
BM-10052,20/04/2025,Port Harcourt,Bloom Mart Rumuola,Grocery,Vegetable Oil 4L,1,9543,9543,Wholesale
BM-11289,20/04/2025,Ibadan,Bloom Mart Ring Road,Fashion & Apparel,Kids School Bag,1,8111,8111,Retail
BM-10612,20/04/2025,Port Harcourt,Bloom Mart GRA,Home & Kitchen,Blender 1.5L,1,16487,16487,Retail
BM-10695,20/04/2025,Ibadan,Bloom Mart Bodija,Electronics,Power Bank 10000mAh,2,15086,30172,Retail
BM-10319,20/04/2025,Lagos,Bloom Mart Surulere,Electronics,LED Desk Lamp,0,7573,0,Retail
BM-10612,20/04/2025,Port Harcourt,Bloom Mart GRA,Home & Kitchen,Blender 1.5L,1,16487,16487,Retail
BM-11348,20/04/2025,Port Harcourt,Bloom Mart GRA,Electronics,Power Bank 10000mAh,1,14137,14137,Wholesale
BM-10081,20/04/2025,Abuja,Bloom Mart Wuse,Electronics,Bluetooth Earphones,1,11700,11700,Retail
BM-11760,20/04/2025,Abuja,Bloom Mart Wuse,Health & Beauty,Shea Butter Soap Pack,1,3735,3735,Retail
BM-11933,20/04/2025,Abuja,Bloom Mart Wuse,Electronics,LED Desk Lamp,1,7589,7589,Wholesale
BM-10673,21/04/2025,Lagos,Bloom Mart Lekki,Home & Kitchen,Storage Container Set,1,6235,6235,Retail
BM-10220,21/04/2025,Ibadan,Bloom Mart Bodija,Toys & Games,Building Blocks Set,2,6940,13880,Corporate
BM-11889,21/04/2025, Lagos,Bloom Mart Ikeja,Home & Kitchen,Non-stick Frying Pan,1,8617,8617,Corporate
BM-11855,21/04/2025,Abuja,Bloom Mart Garki,Grocery,Rice 5kg Bag,2,6432,12864,Retail
BM-11590,21/04/2025,Lagos,Bloom Mart Surulere,Home & Kitchen,Non-stick Frying Pan,1,8190,8190,Wholesale
BM-10245,21/04/2025,Lagos,Bloom Mart Surulere,Electronics,LED Desk Lamp,1,7788,7788,Retail
BM-11203,21/04/2025,Lagos,Bloom Mart Ikeja,Office Supplies,Notebook Pack,2,3199,6398,Retail
BM-11096,22/04/2025,Lagos,Bloom Mart Ikeja,Grocery,Rice 5kg Bag,1,6664,6664,Wholesale
BM-12062,22/04/2025,Lagos,Bloom Mart Surulere,Fashion & Apparel,Ankara Fabric (6yds),2,17552,35104,Retail
BM-10278,22/04/2025,Lagos,Bloom Mart Surulere,Electronics,Bluetooth Earphones,1,11697,11697,Retail
BM-10555,22/04/2025,Lagos,Bloom Mart Lekki,Electronics,Bluetooth Earphones,1,10653,10653,Wholesale
BM-10992,22/04/2025,Port Harcourt,Bloom Mart Rumuola,Home & Kitchen,Non-stick Frying Pan,3,8145,24435,Retail
BM-10433,23/04/2025,Lagos,Bloom Mart Surulere,Electronics,Extension Socket,1,5823,5823,Retail
BM-11983,23/04/2025,Lagos,Bloom Mart Surulere,Home & Kitchen,Storage Container Set,1,6697,6697,Retail
BM-10709,23/04/2025,Lagos,Bloom Mart Surulere,Electronics,Power Bank 10000mAh,1,14227,14227,Retail
BM-10593,24/04/2025,Lagos,Bloom Mart Lekki,Electronics,Bluetooth Earphones,1,11355,11355,Retail
BM-10461,24/04/2025,Abuja,Bloom Mart Garki,Home & Kitchen,Cutlery Set (24pc),2,11623,23246,Retail
BM-10186,25/04/2025,Port Harcourt,Bloom Mart GRA,Electronics,Extension Socket,1,6432,6432,Wholesale
BM-10357,25/04/2025,Abuja,Bloom Mart Wuse,Electronics,Extension Socket,1,6169,6169,Corporate
BM-12114,25/04/2025,Port Harcourt,Bloom Mart GRA,Grocery,Tomato Paste (12pk),2,7177,14354,Corporate
BM-10468,26/04/2025,Lagos,Bloom Mart Lekki,Grocery,Sugar 2kg,1,2586,2586,Retail
BM-10570,26/04/2025,Port-Harcourt,Bloom Mart Rumuola,Home & Kitchen,Cutlery Set (24pc),2,12714,25428,Retail
BM-10991,26/04/2025,Port Harcourt,Bloom Mart GRA,Electronics,Extension Socket,3,6126,18378,Retail
BM-10263,27/04/2025,Lagos,Bloom Mart Surulere,Fashion & Apparel,Ladies Sandals,1,9099,9099,Retail
BM-12089,27/04/2025,Lagos,Bloom Mart Lekki,Health & Beauty,Toothpaste (3pk),1,2261,2261,Retail
BM-10298,27/04/2025,Lagos,Bloom Mart Lekki,Fashion & Apparel,Ankara Fabric (6yds),4,18606,74424,Retail
BM-11785,27/04/2025,Ibadan,Bloom Mart Bodija,Fashion & Apparel,Men's Polo Shirt,1,6757,6757,Retail
BM-11928,27/04/2025,Abuja,Bloom Mart Garki,Electronics,Phone Charger Cable,1,2507,2507,Retail
BM-10030,27/04/2025,Lagos,Bloom Mart Surulere,Health & Beauty,Toothpaste (3pk),1,2006,2006,Corporate
BM-10221,28/04/2025,Lagos,Bloom Mart Ikeja,Fashion & Apparel,Men's Polo Shirt,1,7229,7229,Retail
BM-10883,28/04/2025,Lagos,Bloom Mart Ikeja,Fashion & Apparel,Unisex Cap,1,3224,3224,Retail
BM-10436,28/04/2025,Port Harcourt,Bloom Mart GRA,Electronics,Extension Socket,1,6275,6275,Retail
BM-10150,28/04/2025,Abuja,Bloom Mart Wuse,Electronics,LED Desk Lamp,2,7286,14572,Retail
BM-10407,28/04/2025,Lagos,Bloom Mart Lekki,Fashion & Apparel,Ankara Fabric (6yds),1,17539,17539,Retail
BM-11533,29/04/2025,Lagos,Bloom Mart Lekki,Grocery,Sugar 2kg,1,2698,2698,Retail
BM-10857,29/04/2025,Lagos,Bloom Mart Lekki,Grocery,Vegetable Oil 4L,1,8768,8768,Retail
BM-11605,29/04/2025,Lagos,Bloom Mart Ikeja,Home & Kitchen,Blender 1.5L,4,14847,59388,Wholesale
BM-11432,29/04/2025,Ibadan,Bloom Mart Bodija,Home & Kitchen,Electric Kettle,1,9131,9131,Corporate
BM-10666,29/04/2025,Port Harcourt,Bloom Mart Rumuola,Toys & Games,Puzzle Game,2,4242,8484,Wholesale
BM-11501,29/04/2025,Port Harcourt,Bloom Mart Rumuola,Grocery,Rice 5kg Bag,1,6248,6248,Retail
BM-10457,29/04/2025,Port Harcourt,Bloom Mart Rumuola,Electronics,Bluetooth Earphones,1,11117,11117,
BM-11432,29/04/2025,Ibadan,Bloom Mart Bodija,Home & Kitchen,Electric Kettle,1,9131,9131,Corporate
BM-11499,29/04/2025,Lagos,Bloom Mart Surulere,Electronics,Power Bank 10000mAh,1,15209,15209,Retail
BM-10659,30/04/2025,Abuja,Bloom Mart Garki,Toys & Games,Puzzle Game,1,3900,3900,Retail
BM-10446,30/04/2025,Port Harcourt,Bloom Mart GRA,Electronics,Extension Socket,1,6316,6316,Retail
BM-10872,30/04/2025,Abuja,Bloom Mart Garki,Home & Kitchen,Cutlery Set (24pc),2,12851,25702,Retail
BM-12112,30/04/2025,Abuja,Bloom Mart Garki,Electronics,Phone Charger Cable,1,2655,2655,Wholesale
BM-11679,30/04/2025,Lagos,Bloom Mart Ikeja,Grocery,Sugar 2kg,2,2489,4978,Corporate
BM-11175,30/04/2025,Lagos,Bloom Mart Surulere,Fashion & Apparel,Ankara Fabric (6yds),2,17352,34704,Retail
BM-10368,01/05/2025,Lagos,Bloom Mart Surulere,Home & Kitchen,Electric Kettle,1,9694,9694,Retail
BM-12049,01/05/2025,Lagos,Bloom Mart Lekki,Health & Beauty,Shea Butter Soap Pack,1,3519,3519,Retail
BM-11984,01/05/2025,Lagos,Bloom Mart Surulere,Home & Kitchen,Cutlery Set (24pc),2,12598,25196,Retail
BM-10825,02/05/2025,Abuja,Bloom Mart Garki,Electronics,LED Desk Lamp,4,7426,29704,Corporate
BM-10968,02/05/2025,Abuja,Bloom Mart Garki,Grocery,Vegetable Oil 4L,2,9124,18248,Retail
BM-11349,02/05/2025,Abuja,Bloom Mart Wuse,Home & Kitchen,Electric Kettle,1,9232,9232,Wholesale
BM-10206,02/05/2025,Port Harcourt,Bloom Mart Rumuola,Home & Kitchen,Non-stick Frying Pan,1,8207,8207,Retail
BM-10058,02/05/2025,Lagos,Bloom Mart Lekki,Electronics,Bluetooth Earphones,2,10470,20940,Wholesale
BM-11730,02/05/2025,Port Harcourt,Bloom Mart Rumuola,Electronics,LED Desk Lamp,2,7586,15172,Wholesale
BM-10222,02/05/2025,Ibadan,Bloom Mart Ring Road,Home & Kitchen,Cutlery Set (24pc),1,12726,12726,Retail
BM-10086,02/05/2025,Abuja,Bloom Mart Wuse,Grocery,Spaghetti Carton,1,11314,11314,Corporate
BM-11373,02/05/2025,Ibadan,Bloom Mart Ring Road,Health & Beauty,Body Lotion 400ml,1,4413,4413,
BM-12067,03/05/2025,Abuja,Bloom Mart Wuse,Toys & Games,Puzzle Game,1,3836,3836,Corporate
BM-11356,03/05/2025,Abuja,Bloom Mart Wuse,Grocery,Sugar 2kg,1,2578,2578,Corporate
BM-10348,03/05/2025,Abuja,Bloom Mart Wuse,Home & Kitchen,Blender 1.5L,2,16566,33132,Retail
BM-10303,03/05/2025,Abuja,Bloom Mart Garki,Electronics,Bluetooth Earphones,2,11547,23094,Retail
BM-11264,03/05/2025,Lagos,Bloom Mart Lekki,Grocery,Rice 5kg Bag,1,6257,6257,Wholesale
BM-10925,03/05/2025,Abuja,Bloom Mart Wuse,Grocery,Spaghetti Carton,1,12029,12029,Retail
BM-12067,03/05/2025,Abuja,Bloom Mart Wuse,Toys & Games,Puzzle Game,1,3836,3836,Corporate
BM-11939,04/05/2025,Port Harcourt,Bloom Mart Rumuola,Health & Beauty,Toothpaste (3pk),1,2011,2011,Retail
BM-11302,04/05/2025,Abuja,Bloom Mart Wuse,Home & Kitchen,Electric Kettle,1,9903,9903,Retail
BM-10836,04/05/2025,Port Harcourt,Bloom Mart Rumuola,Home & Kitchen,Blender 1.5L,1,15933,15933,Retail
BM-11216,04/05/2025,lagos,Bloom Mart Surulere,Grocery,Sugar 2kg,1,2601,2601,Retail
BM-10473,04/05/2025,Abuja,Bloom Mart Garki,Grocery,Vegetable Oil 4L,1,9440,9440,Retail
BM-10965,04/05/2025,Lagos,Bloom Mart Ikeja,Electronics,Extension Socket,2,5734,11468,Corporate
BM-10847,04/05/2025,Abuja,Bloom Mart Wuse,Office Supplies,Ballpoint Pens (10pk),1,1557,1557,
BM-10587,05/05/2025,Abuja,Bloom Mart Wuse,Fashion & Apparel,Ankara Fabric (6yds),2,17770,35540,Wholesale
BM-11724,05/05/2025,Lagos,Bloom Mart Lekki,Grocery,Vegetable Oil 4L,2,8870,17740,Retail
BM-11017,05/05/2025,Port Harcourt,Bloom Mart Rumuola,Grocery,Sugar 2kg,2,2721,5442,Retail
BM-11696,05/05/2025,Lagos,Bloom Mart Lekki,Home & Kitchen,Blender 1.5L,2,16694,33388,Corporate
BM-10248,05/05/2025,Port Harcourt,Bloom Mart GRA,Fashion & Apparel,Unisex Cap,1,2919,2919,Retail
BM-11439,06/05/2025,Lagos,Bloom Mart Lekki,Grocery,Vegetable Oil 4L,5,9551,47755,Retail
BM-11028,06/05/2025,Lagos,Bloom Mart Ikeja,Home & Kitchen,Electric Kettle,1,9721,9721,Retail
BM-10634,06/05/2025,Abuja,Bloom Mart Garki,Home & Kitchen,Non-stick Frying Pan,1,8524,8524,Corporate
BM-10160,06/05/2025,Lagos,Bloom Mart Lekki,Office Supplies,A4 Paper Ream,4,5064,20256,Retail
BM-11025,06/05/2025,Abuja,Bloom Mart Garki,Electronics,Phone Charger Cable,2,2508,5016,Corporate
BM-10079,06/05/2025,Abuja,Bloom Mart Garki,Office Supplies,Notebook Pack,1,3264,3264,Wholesale
BM-11005,06/05/2025,Port Harcourt,Bloom Mart GRA,Grocery,Spaghetti Carton,1,12366,12366,Retail
BM-11060,06/05/2025,Lagos,Bloom Mart Ikeja,Fashion & Apparel,Ankara Fabric (6yds),1,19352,19352,Wholesale
BM-12012,07/05/2025,Ibadan,Bloom Mart Ring Road,Fashion & Apparel,Kids School Bag,3,8395,25185,Corporate
BM-11086,07/05/2025,lagos,Bloom Mart Ikeja,Fashion & Apparel,Men's Polo Shirt,3,7077,21231,
BM-12043,07/05/2025,Abuja,Bloom Mart Wuse,Home & Kitchen,Blender 1.5L,1,16543,16543,Retail
BM-11555,07/05/2025,Ibadan,Bloom Mart Bodija,Home & Kitchen,Cutlery Set (24pc),1,11570,11570,Corporate
BM-11597,07/05/2025,Port Harcourt,Bloom Mart GRA,Fashion & Apparel,Men's Polo Shirt,2,6821,13642,Corporate
BM-10170,07/05/2025,Port Harcourt,Bloom Mart GRA,Home & Kitchen,Cutlery Set (24pc),1,12875,12875,Retail
BM-11221,07/05/2025,Ibadan,Bloom Mart Ring Road,Grocery,Spaghetti Carton,1,11558,11558,Wholesale
BM-11211,08/05/2025,Abuja,Bloom Mart Garki,Home & Kitchen,Non-stick Frying Pan,1,8206,8206,Corporate
BM-11341,08/05/2025,Lagos,Bloom Mart Ikeja,Grocery,Sugar 2kg,1,2588,2588,Retail
BM-11870,08/05/2025,Port Harcourt,Bloom Mart Rumuola,Grocery,Spaghetti Carton,3,12371,37113,Retail
BM-10511,08/05/2025,Port Harcourt,Bloom Mart GRA,Home & Kitchen,Blender 1.5L,3,15418,46254,Retail
BM-11529,08/05/2025,Ibadan,Bloom Mart Bodija,Grocery,Spaghetti Carton,1,12351,12351,Wholesale
BM-10819,08/05/2025,Abuja,Bloom Mart Wuse,Fashion & Apparel,Unisex Cap,2,2978,5956,Retail
BM-10655,08/05/2025,Lagos,Bloom Mart Lekki,Health & Beauty,Shea Butter Soap Pack,1,3725,3725,Corporate
BM-10326,09/05/2025,Abuja,Bloom Mart Wuse,Grocery,Vegetable Oil 4L,3,9078,27234,Wholesale
BM-11544,09/05/2025,Lagos,Bloom Mart Ikeja,Home & Kitchen,Electric Kettle,3,9885,29655,Retail
BM-10199,09/05/2025,PH,Bloom Mart GRA,Fashion & Apparel,Men's Polo Shirt,1,6735,6735,Corporate
BM-11319,10/05/2025,Lagos,Bloom Mart Ikeja,Home & Kitchen,Storage Container Set,1,6378,6378,Wholesale
BM-11748,10/05/2025,Abuja,Bloom Mart Wuse,Fashion & Apparel,Ladies Sandals,1,10147,10147,Retail
BM-11859,10/05/2025,Abuja,Bloom Mart Wuse,Grocery,Rice 5kg Bag,1,6324,6324,Retail
BM-10539,10/05/2025,Abuja,Bloom Mart Wuse,Toys & Games,Building Blocks Set,1,6788,6788,Retail
BM-11170,10/05/2025,Lagos,Bloom Mart Ikeja,Home & Kitchen,Storage Container Set,1,6467,6467,Wholesale
BM-11562,10/05/2025,Lagos,Bloom Mart Ikeja,Fashion & Apparel,Unisex Cap,1,3175,3175,Corporate
BM-11219,10/05/2025,Abuja,Bloom Mart Wuse,Home & Kitchen,Non-stick Frying Pan,1,8593,8593,Wholesale
BM-10261,10/05/2025,lagos,Bloom Mart Ikeja,Electronics,Power Bank 10000mAh,1,15468,15468,Retail
BM-11186,10/05/2025,Lagos,Bloom Mart Lekki,Electronics,Phone Charger Cable,1,2496,2496,Retail
BM-10397,11/05/2025,Abuja,Bloom Mart Wuse,Fashion & Apparel,Ladies Sandals,1,9848,9848,Wholesale
BM-11823,11/05/2025,Lagos,Bloom Mart Lekki,Grocery,Rice 5kg Bag,1,6515,6515,Retail
BM-10179,11/05/2025,Lagos,Bloom Mart Surulere,Home & Kitchen,Blender 1.5L,1,15346,15346,Retail
BM-10738,12/05/2025,Ibadan,Bloom Mart Ring Road,Electronics,Bluetooth Earphones,2,11204,22408,Retail
BM-11021,12/05/2025,Abuja,Bloom Mart Wuse,Home & Kitchen,Cutlery Set (24pc),1,11964,11964,Corporate
BM-11129,12/05/2025,Port Harcourt,Bloom Mart GRA,Home & Kitchen,Storage Container Set,1,6705,6705,Corporate
BM-11077,12/05/2025,Abuja,Bloom Mart Garki,Home & Kitchen,Storage Container Set,1,6253,6253,Retail
BM-12019,12/05/2025,Lagos,Bloom Mart Surulere,Grocery,Sugar 2kg,2,2480,4960,Corporate
BM-10822,12/05/2025,Port Harcourt,Bloom Mart GRA,Grocery,Sugar 2kg,2,2631,5262,Retail
BM-10676,12/05/2025,Abuja,Bloom Mart Wuse,Home & Kitchen,Electric Kettle,1,10012,10012,Corporate
BM-10144,12/05/2025,Lagos,Bloom Mart Lekki,Electronics,Power Bank 10000mAh,1,14925,14925,
BM-11204,13/05/2025,Ibadan,Bloom Mart Ring Road,Home & Kitchen,Blender 1.5L,1,15372,15372,Corporate
BM-10042,13/05/2025,Lagos,Bloom Mart Surulere,Home & Kitchen,Storage Container Set,1,6966,6966,Retail
BM-11837,13/05/2025,Abuja,Bloom Mart Garki,Electronics,Extension Socket,2,5914,11828,Corporate
BM-11317,13/05/2025,Abuja,Bloom Mart Wuse,Fashion & Apparel,Kids School Bag,2,8544,17088,Retail
BM-11245,14/05/2025,Ibadan,Bloom Mart Bodija,Home & Kitchen,Electric Kettle,2,9982,19964,Wholesale
BM-10375,14/05/2025,Port Harcourt,Bloom Mart Rumuola,Fashion & Apparel,Kids School Bag,1,8359,8359,Corporate
BM-11799,14/05/2025,Lagos,Bloom Mart Lekki,Home & Kitchen,Non-stick Frying Pan,2,8426,16852,Retail
BM-11775,14/05/2025,Lagos,Bloom Mart Surulere,Electronics,Power Bank 10000mAh,2,14374,28748,Wholesale
BM-11786,14/05/2025,Ibadan,Bloom Mart Bodija,Home & Kitchen,Blender 1.5L,1,16035,16035,Retail
BM-11691,14/05/2025,Lagos,Bloom Mart Ikeja,Fashion & Apparel,Ladies Sandals,1,9836,9836,Corporate
BM-11900,14/05/2025,Abuja,Bloom Mart Wuse,Toys & Games,Puzzle Game,1,3913,3913,Wholesale
BM-10394,14/05/2025,Lagos,Bloom Mart Lekki,Fashion & Apparel,Ladies Sandals,1,9386,9386,Corporate
BM-11065,15/05/2025,Abuja,Bloom Mart Garki,Fashion & Apparel,Ladies Sandals,1,10152,10152,Retail
BM-11868,15/05/2025,Abuja,Bloom Mart Garki,Electronics,Extension Socket,1,6260,6260,Corporate
BM-10729,15/05/2025,Lagos,Bloom Mart Ikeja,Home & Kitchen,Cutlery Set (24pc),4,11807,47228,Retail
BM-10889,15/05/2025,Abuja,Bloom Mart Wuse,Fashion & Apparel,Ladies Sandals,1,9412,9412,Retail
BM-10290,15/05/2025,Abuja,Bloom Mart Wuse,Home & Kitchen,Blender 1.5L,3,15477,46431,Retail
BM-11296,15/05/2025,Ibadan,Bloom Mart Bodija,Home & Kitchen,Blender 1.5L,2,16577,33154,Retail
